feature_id,type,area,name,parent,spec_section,status,app_author_note,spec_url
html-ls:section:13.2.5.3,syntax-or-parsing,html-syntax-parsing,RAWTEXT state,13.2.5,13.2.5.3,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#rawtext-state
html-ls:section:13.2.5.4,syntax-or-parsing,html-syntax-parsing,Script data state,13.2.5,13.2.5.4,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-state
html-ls:section:13.2.5.5,syntax-or-parsing,html-syntax-parsing,PLAINTEXT state,13.2.5,13.2.5.5,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#plaintext-state
html-ls:section:13.2.5.6,syntax-or-parsing,html-syntax-parsing,Tag open state,13.2.5,13.2.5.6,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#tag-open-state
html-ls:section:13.2.5.7,syntax-or-parsing,html-syntax-parsing,End tag open state,13.2.5,13.2.5.7,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#end-tag-open-state
html-ls:section:13.2.5.8,syntax-or-parsing,html-syntax-parsing,Tag name state,13.2.5,13.2.5.8,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#tag-name-state
html-ls:section:13.2.5.9,syntax-or-parsing,html-syntax-parsing,RCDATA less-than sign state,13.2.5,13.2.5.9,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#rcdata-less-than-sign-state
html-ls:section:13.2.5.10,syntax-or-parsing,html-syntax-parsing,RCDATA end tag open state,13.2.5,13.2.5.10,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#rcdata-end-tag-open-state
html-ls:section:13.2.5.11,syntax-or-parsing,html-syntax-parsing,RCDATA end tag name state,13.2.5,13.2.5.11,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#rcdata-end-tag-name-state
html-ls:section:13.2.5.12,syntax-or-parsing,html-syntax-parsing,RAWTEXT less-than sign state,13.2.5,13.2.5.12,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#rawtext-less-than-sign-state
html-ls:section:13.2.5.13,syntax-or-parsing,html-syntax-parsing,RAWTEXT end tag open state,13.2.5,13.2.5.13,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#rawtext-end-tag-open-state
html-ls:section:13.2.5.14,syntax-or-parsing,html-syntax-parsing,RAWTEXT end tag name state,13.2.5,13.2.5.14,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#rawtext-end-tag-name-state
html-ls:section:13.2.5.15,syntax-or-parsing,html-syntax-parsing,Script data less-than sign state,13.2.5,13.2.5.15,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-less-than-sign-state
html-ls:section:13.2.5.16,syntax-or-parsing,html-syntax-parsing,Script data end tag open state,13.2.5,13.2.5.16,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-end-tag-open-state
html-ls:section:13.2.5.17,syntax-or-parsing,html-syntax-parsing,Script data end tag name state,13.2.5,13.2.5.17,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-end-tag-name-state
html-ls:section:13.2.5.18,syntax-or-parsing,html-syntax-parsing,Script data escape start state,13.2.5,13.2.5.18,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escape-start-state
html-ls:section:13.2.5.19,syntax-or-parsing,html-syntax-parsing,Script data escape start dash state,13.2.5,13.2.5.19,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escape-start-dash-state
html-ls:section:13.2.5.20,syntax-or-parsing,html-syntax-parsing,Script data escaped state,13.2.5,13.2.5.20,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escaped-state
html-ls:section:13.2.5.21,syntax-or-parsing,html-syntax-parsing,Script data escaped dash state,13.2.5,13.2.5.21,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escaped-dash-state
html-ls:section:13.2.5.22,syntax-or-parsing,html-syntax-parsing,Script data escaped dash dash state,13.2.5,13.2.5.22,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escaped-dash-dash-state
html-ls:section:13.2.5.23,syntax-or-parsing,html-syntax-parsing,Script data escaped less-than sign state,13.2.5,13.2.5.23,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escaped-less-than-sign-state
html-ls:section:13.2.5.24,syntax-or-parsing,html-syntax-parsing,Script data escaped end tag open state,13.2.5,13.2.5.24,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escaped-end-tag-open-state
html-ls:section:13.2.5.25,syntax-or-parsing,html-syntax-parsing,Script data escaped end tag name state,13.2.5,13.2.5.25,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-escaped-end-tag-name-state
html-ls:section:13.2.5.26,syntax-or-parsing,html-syntax-parsing,Script data double escape start state,13.2.5,13.2.5.26,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-double-escape-start-state
html-ls:section:13.2.5.27,syntax-or-parsing,html-syntax-parsing,Script data double escaped state,13.2.5,13.2.5.27,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-double-escaped-state
html-ls:section:13.2.5.28,syntax-or-parsing,html-syntax-parsing,Script data double escaped dash state,13.2.5,13.2.5.28,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-double-escaped-dash-state
html-ls:section:13.2.5.29,syntax-or-parsing,html-syntax-parsing,Script data double escaped dash dash state,13.2.5,13.2.5.29,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-double-escaped-dash-dash-state
html-ls:section:13.2.5.30,syntax-or-parsing,html-syntax-parsing,Script data double escaped less-than sign state,13.2.5,13.2.5.30,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-double-escaped-less-than-sign-state
html-ls:section:13.2.5.31,syntax-or-parsing,html-syntax-parsing,Script data double escape end state,13.2.5,13.2.5.31,out_of_scope,Specification/background or explicitly outside the JellyFrame runtime contract. Excluded by project policy: legacy/compatibility-only browser behavior is not a JellyFrame target and was not tested.,https://html.spec.whatwg.org/multipage/parsing.html#script-data-double-escape-end-state
html-ls:section:13.2.5.32,syntax-or-parsing,html-syntax-parsing,Before attribute name state,13.2.5,13.2.5.32,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#before-attribute-name-state
html-ls:section:13.2.5.33,syntax-or-parsing,html-syntax-parsing,Attribute name state,13.2.5,13.2.5.33,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#attribute-name-state
html-ls:section:13.2.5.34,syntax-or-parsing,html-syntax-parsing,After attribute name state,13.2.5,13.2.5.34,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-attribute-name-state
html-ls:section:13.2.5.35,syntax-or-parsing,html-syntax-parsing,Before attribute value state,13.2.5,13.2.5.35,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#before-attribute-value-state
html-ls:section:13.2.5.36,syntax-or-parsing,html-syntax-parsing,Attribute value (double-quoted) state,13.2.5,13.2.5.36,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#attribute-value-(double-quoted)-state
html-ls:section:13.2.5.37,syntax-or-parsing,html-syntax-parsing,Attribute value (single-quoted) state,13.2.5,13.2.5.37,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#attribute-value-(single-quoted)-state
html-ls:section:13.2.5.38,syntax-or-parsing,html-syntax-parsing,Attribute value (unquoted) state,13.2.5,13.2.5.38,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#attribute-value-(unquoted)-state
html-ls:section:13.2.5.39,syntax-or-parsing,html-syntax-parsing,After attribute value (quoted) state,13.2.5,13.2.5.39,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-attribute-value-(quoted)-state
html-ls:section:13.2.5.40,syntax-or-parsing,html-syntax-parsing,Self-closing start tag state,13.2.5,13.2.5.40,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#self-closing-start-tag-state
html-ls:section:13.2.5.41,syntax-or-parsing,html-syntax-parsing,Bogus comment state,13.2.5,13.2.5.41,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#bogus-comment-state
html-ls:section:13.2.5.42,syntax-or-parsing,html-syntax-parsing,Markup declaration open state,13.2.5,13.2.5.42,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#markup-declaration-open-state
html-ls:section:13.2.5.43,syntax-or-parsing,html-syntax-parsing,Comment start state,13.2.5,13.2.5.43,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-start-state
html-ls:section:13.2.5.44,syntax-or-parsing,html-syntax-parsing,Comment start dash state,13.2.5,13.2.5.44,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-start-dash-state
html-ls:section:13.2.5.45,syntax-or-parsing,html-syntax-parsing,Comment state,13.2.5,13.2.5.45,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-state
html-ls:section:13.2.5.46,syntax-or-parsing,html-syntax-parsing,Comment less-than sign state,13.2.5,13.2.5.46,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-less-than-sign-state
html-ls:section:13.2.5.47,syntax-or-parsing,html-syntax-parsing,Comment less-than sign bang state,13.2.5,13.2.5.47,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-less-than-sign-bang-state
html-ls:section:13.2.5.48,syntax-or-parsing,html-syntax-parsing,Comment less-than sign bang dash state,13.2.5,13.2.5.48,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-less-than-sign-bang-dash-state
html-ls:section:13.2.5.49,syntax-or-parsing,html-syntax-parsing,Comment less-than sign bang dash dash state,13.2.5,13.2.5.49,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-less-than-sign-bang-dash-dash-state
html-ls:section:13.2.5.50,syntax-or-parsing,html-syntax-parsing,Comment end dash state,13.2.5,13.2.5.50,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-end-dash-state
html-ls:section:13.2.5.51,syntax-or-parsing,html-syntax-parsing,Comment end state,13.2.5,13.2.5.51,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-end-state
html-ls:section:13.2.5.52,syntax-or-parsing,html-syntax-parsing,Comment end bang state,13.2.5,13.2.5.52,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#comment-end-bang-state
html-ls:section:13.2.5.53,syntax-or-parsing,html-syntax-parsing,DOCTYPE state,13.2.5,13.2.5.53,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#doctype-state
html-ls:section:13.2.5.54,syntax-or-parsing,html-syntax-parsing,Before DOCTYPE name state,13.2.5,13.2.5.54,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#before-doctype-name-state
html-ls:section:13.2.5.55,syntax-or-parsing,html-syntax-parsing,DOCTYPE name state,13.2.5,13.2.5.55,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#doctype-name-state
html-ls:section:13.2.5.56,syntax-or-parsing,html-syntax-parsing,After DOCTYPE name state,13.2.5,13.2.5.56,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-doctype-name-state
html-ls:section:13.2.5.57,syntax-or-parsing,html-syntax-parsing,After DOCTYPE public keyword state,13.2.5,13.2.5.57,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-doctype-public-keyword-state
html-ls:section:13.2.5.58,syntax-or-parsing,html-syntax-parsing,Before DOCTYPE public identifier state,13.2.5,13.2.5.58,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#before-doctype-public-identifier-state
html-ls:section:13.2.5.59,syntax-or-parsing,html-syntax-parsing,DOCTYPE public identifier (double-quoted) state,13.2.5,13.2.5.59,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#doctype-public-identifier-(double-quoted)-state
html-ls:section:13.2.5.60,syntax-or-parsing,html-syntax-parsing,DOCTYPE public identifier (single-quoted) state,13.2.5,13.2.5.60,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#doctype-public-identifier-(single-quoted)-state
html-ls:section:13.2.5.61,syntax-or-parsing,html-syntax-parsing,After DOCTYPE public identifier state,13.2.5,13.2.5.61,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-doctype-public-identifier-state
html-ls:section:13.2.5.62,syntax-or-parsing,html-syntax-parsing,Between DOCTYPE public and system identifiers state,13.2.5,13.2.5.62,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#between-doctype-public-and-system-identifiers-state
html-ls:section:13.2.5.63,syntax-or-parsing,html-syntax-parsing,After DOCTYPE system keyword state,13.2.5,13.2.5.63,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-doctype-system-keyword-state
html-ls:section:13.2.5.64,syntax-or-parsing,html-syntax-parsing,Before DOCTYPE system identifier state,13.2.5,13.2.5.64,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#before-doctype-system-identifier-state
html-ls:section:13.2.5.65,syntax-or-parsing,html-syntax-parsing,DOCTYPE system identifier (double-quoted) state,13.2.5,13.2.5.65,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#doctype-system-identifier-(double-quoted)-state
html-ls:section:13.2.5.66,syntax-or-parsing,html-syntax-parsing,DOCTYPE system identifier (single-quoted) state,13.2.5,13.2.5.66,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#doctype-system-identifier-(single-quoted)-state
html-ls:section:13.2.5.67,syntax-or-parsing,html-syntax-parsing,After DOCTYPE system identifier state,13.2.5,13.2.5.67,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-doctype-system-identifier-state
html-ls:section:13.2.5.68,syntax-or-parsing,html-syntax-parsing,Bogus DOCTYPE state,13.2.5,13.2.5.68,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#bogus-doctype-state
html-ls:section:13.2.5.69,syntax-or-parsing,html-syntax-parsing,CDATA section state,13.2.5,13.2.5.69,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#cdata-section-state
html-ls:section:13.2.5.70,syntax-or-parsing,html-syntax-parsing,CDATA section bracket state,13.2.5,13.2.5.70,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#cdata-section-bracket-state
html-ls:section:13.2.5.71,syntax-or-parsing,html-syntax-parsing,CDATA section end state,13.2.5,13.2.5.71,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#cdata-section-end-state
html-ls:section:13.2.5.72,syntax-or-parsing,html-syntax-parsing,Processing instruction open state,13.2.5,13.2.5.72,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#processing-instruction-open-state
html-ls:section:13.2.5.73,syntax-or-parsing,html-syntax-parsing,Processing instruction target state,13.2.5,13.2.5.73,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#processing-instruction-target-state
html-ls:section:13.2.5.74,syntax-or-parsing,html-syntax-parsing,After processing instruction target state,13.2.5,13.2.5.74,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#after-processing-instruction-target-state
html-ls:section:13.2.5.75,syntax-or-parsing,html-syntax-parsing,Processing instruction data state,13.2.5,13.2.5.75,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#processing-instruction-data-state
html-ls:section:13.2.5.76,syntax-or-parsing,html-syntax-parsing,Processing instruction questionable state,13.2.5,13.2.5.76,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#processing-instruction-questionable-state
html-ls:section:13.2.5.77,syntax-or-parsing,html-syntax-parsing,Character reference state,13.2.5,13.2.5.77,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#character-reference-state
html-ls:section:13.2.5.78,syntax-or-parsing,html-syntax-parsing,Named character reference state,13.2.5,13.2.5.78,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#named-character-reference-state
html-ls:section:13.2.5.79,syntax-or-parsing,html-syntax-parsing,Ambiguous ampersand state,13.2.5,13.2.5.79,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#ambiguous-ampersand-state
html-ls:section:13.2.5.80,syntax-or-parsing,html-syntax-parsing,Numeric character reference state,13.2.5,13.2.5.80,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#numeric-character-reference-state
html-ls:section:13.2.5.81,syntax-or-parsing,html-syntax-parsing,Hexadecimal character reference start state,13.2.5,13.2.5.81,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#hexadecimal-character-reference-start-state
html-ls:section:13.2.5.82,syntax-or-parsing,html-syntax-parsing,Decimal character reference start state,13.2.5,13.2.5.82,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#decimal-character-reference-start-state
html-ls:section:13.2.5.83,syntax-or-parsing,html-syntax-parsing,Hexadecimal character reference state,13.2.5,13.2.5.83,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#hexadecimal-character-reference-state
html-ls:section:13.2.5.84,syntax-or-parsing,html-syntax-parsing,Decimal character reference state,13.2.5,13.2.5.84,partial,Subset or graceful degradation. Check the capability matrix for exact behavior before relying on it. Modern tokenizer/tree-builder subset; compatibility-only parser machinery is intentionally excluded.,https://html.spec.whatwg.org/multipage/parsing.html#decimal-character-reference-state
